Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-5.9,4.273,5.787
3,-5.9,3.600,6.504
4,-5.7,2.407,3.315
5,-5.6,7.420,8.991
6,-5.6,9.750,11.728
7,-5.5,8.716,10.403
8,-5.5,3.168,4.117
9,-5.4,9.310,11.844
