Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.1,0.000,0.000
2,-4.9,2.774,6.386
3,-4.8,10.440,13.367
4,-4.8,9.722,12.625
5,-4.7,1.819,2.165
6,-4.7,11.600,14.296
7,-4.7,4.339,6.261
8,-4.6,2.310,3.240
9,-4.6,7.916,10.069
