Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.1,0.000,0.000
2,-5.1,2.437,6.960
3,-5.1,1.100,2.015
4,-5.1,13.597,16.286
5,-5.0,5.348,8.271
6,-5.0,2.194,3.791
7,-5.0,5.618,8.507
8,-5.0,1.986,5.742
9,-5.0,5.217,8.426
