Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.8,1.176,2.088
3,-5.6,2.330,3.551
4,-5.3,3.159,5.588
5,-5.1,3.400,5.302
6,-5.1,2.527,4.059
7,-4.9,2.827,4.214
8,-4.9,2.376,3.180
9,-4.9,4.011,6.201
