Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.4,0.000,0.000
2,-7.1,4.241,8.555
3,-7.1,4.138,7.984
4,-7.0,4.726,8.592
5,-7.0,4.549,6.910
6,-6.9,2.317,3.359
7,-6.8,2.487,7.579
8,-6.8,4.475,7.774
9,-6.7,4.953,6.763
