Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.3,2.478,3.795
3,-5.2,2.998,7.492
4,-5.1,2.954,6.968
5,-5.1,11.412,13.730
6,-5.1,4.485,6.029
7,-5.0,12.223,13.859
8,-5.0,2.591,3.100
9,-5.0,3.328,6.789
