Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.3,0.000,0.000
2,-7.1,3.158,6.604
3,-7.1,2.638,6.184
4,-7.0,3.029,6.699
5,-6.7,2.574,6.233
6,-6.7,2.018,5.229
7,-6.5,3.398,5.207
8,-6.5,2.488,5.541
9,-6.5,5.658,9.037
