Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-5.8,0.443,8.286
3,-5.6,10.684,11.644
4,-5.5,5.448,9.271
5,-5.5,6.197,9.282
6,-5.3,12.647,14.688
7,-5.3,8.658,12.845
8,-5.3,6.554,10.301
9,-5.3,6.251,9.026
