Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.5,0.000,0.000
2,-7.3,1.303,3.604
3,-7.3,2.013,3.724
4,-7.0,2.122,4.160
5,-6.9,1.656,2.149
6,-6.9,3.670,9.705
7,-6.9,2.312,3.943
8,-6.9,2.313,4.430
9,-6.7,3.445,9.569
