Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.2,0.000,0.000
2,-5.1,1.400,1.744
3,-4.9,9.345,10.839
4,-4.9,3.134,5.132
5,-4.9,23.046,25.255
6,-4.9,7.882,10.115
7,-4.8,3.102,5.267
8,-4.8,22.805,24.747
9,-4.8,2.211,3.517
