Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.7,5.264,6.822
3,-5.5,6.336,7.984
4,-5.5,4.651,6.561
5,-5.5,5.475,7.020
6,-5.5,5.366,7.070
7,-5.4,6.692,8.534
8,-5.4,5.902,7.618
9,-5.4,2.777,4.470
