Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.2,5.379,8.469
3,-6.2,5.072,8.545
4,-6.2,2.742,4.131
5,-6.1,3.312,6.141
6,-6.1,8.849,12.993
7,-6.1,9.532,13.482
8,-6.1,3.045,5.074
9,-6.0,9.279,13.012
