Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.9,0.000,0.000
2,-4.7,2.512,2.923
3,-4.6,2.397,2.756
4,-4.5,12.381,13.672
5,-4.3,2.923,5.205
6,-4.3,12.459,13.382
7,-4.3,3.831,4.895
8,-4.2,12.267,13.271
9,-4.1,13.195,14.257
