Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.7,1.669,2.732
3,-5.5,2.557,5.086
4,-5.3,1.880,2.532
5,-5.2,2.728,4.271
6,-5.1,2.539,3.123
7,-5.0,24.388,27.064
8,-4.8,10.315,12.742
9,-4.8,22.632,25.290
