Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.7,3.384,9.767
3,-6.6,2.774,9.976
4,-6.6,5.147,8.236
5,-6.5,2.849,9.890
6,-6.5,2.564,9.958
7,-6.5,2.224,9.635
8,-6.4,1.817,3.546
9,-6.4,2.209,3.484
