Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.3,1.622,2.906
3,-5.1,2.258,3.033
4,-5.1,3.835,6.014
5,-5.0,3.639,5.777
6,-5.0,4.040,6.272
7,-5.0,4.095,6.466
8,-5.0,25.426,26.936
9,-4.9,3.141,5.443
