Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.0,0.000,0.000
2,-3.9,1.883,2.276
3,-3.8,15.110,16.127
4,-3.7,2.235,3.202
5,-3.6,27.030,27.986
6,-3.6,15.534,16.692
7,-3.6,1.933,2.232
8,-3.6,15.725,16.872
9,-3.5,25.481,26.234
