Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.3,2.006,2.715
3,-6.3,1.854,3.860
4,-6.3,0.506,3.103
5,-6.2,3.231,5.482
6,-6.2,3.665,6.347
7,-6.2,2.513,3.522
8,-6.1,2.383,4.323
9,-6.1,3.460,6.984
