Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.6,4.133,7.865
3,-5.6,1.845,2.332
4,-5.4,2.241,5.594
5,-5.4,2.498,3.825
6,-5.2,4.360,8.878
7,-5.1,3.441,7.082
8,-5.0,5.261,9.080
9,-4.9,4.920,8.853
