Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.3,3.172,5.095
3,-5.3,4.440,6.266
4,-5.2,4.036,5.945
5,-5.0,3.891,6.519
6,-5.0,11.149,13.408
7,-5.0,8.364,10.619
8,-5.0,21.710,23.408
9,-4.8,23.771,26.434
