Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.2,1.626,2.623
3,-6.1,2.961,7.994
4,-6.0,2.700,7.863
5,-6.0,2.685,4.008
6,-6.0,2.689,5.050
7,-5.8,3.715,8.594
8,-5.8,2.520,5.039
9,-5.8,2.032,3.188
