Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.5,0.000,0.000
2,-4.5,2.714,5.528
3,-4.1,11.175,11.971
4,-4.1,10.079,11.121
5,-4.0,8.416,8.842
6,-4.0,10.460,11.161
7,-4.0,11.641,12.416
8,-3.9,1.001,2.013
9,-3.9,9.342,10.980
