Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-6.0,0.165,1.914
3,-5.7,1.295,1.932
4,-5.7,1.502,2.252
5,-5.6,4.814,9.460
6,-5.5,4.779,9.481
7,-5.5,4.352,9.478
8,-5.5,10.267,13.469
9,-5.4,6.246,10.370
