Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.8,0.000,0.000
2,-7.7,1.679,2.414
3,-7.4,3.815,7.472
4,-7.4,4.051,6.190
5,-7.3,3.805,8.713
6,-7.2,2.168,3.430
7,-7.1,3.679,8.000
8,-7.0,4.888,8.053
9,-7.0,3.529,6.965
