Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.4,0.000,0.000
2,-5.3,3.493,5.169
3,-5.2,3.495,4.754
4,-4.9,2.956,5.959
5,-4.9,1.392,1.957
6,-4.8,21.481,24.676
7,-4.7,22.158,25.167
8,-4.7,8.151,9.774
9,-4.6,3.077,6.715
