Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.9,3.335,4.941
3,-5.9,4.127,6.166
4,-5.9,2.869,4.255
5,-5.8,3.229,4.060
6,-5.7,10.826,13.752
7,-5.7,6.787,9.515
8,-5.7,3.485,4.982
9,-5.6,11.065,13.526
