Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.7,0.000,0.000
2,-6.6,1.608,2.269
3,-6.5,4.102,8.718
4,-6.5,2.145,3.232
5,-6.3,4.465,7.757
6,-6.2,3.242,5.158
7,-6.2,3.891,8.280
8,-6.2,2.162,4.151
9,-6.0,4.378,7.868
