Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.2,0.000,0.000
2,-4.1,3.797,5.146
3,-4.1,4.232,5.308
4,-4.1,22.264,24.352
5,-4.1,3.535,4.738
6,-4.1,7.310,9.865
7,-4.0,9.175,11.533
8,-4.0,9.689,12.071
9,-4.0,9.351,11.340
