Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.4,12.519,13.357
3,-5.3,11.920,13.267
4,-5.2,23.475,24.960
5,-5.2,2.911,6.078
6,-5.2,3.868,6.325
7,-5.2,12.405,14.377
8,-5.2,10.981,12.816
9,-5.1,3.047,5.761
