Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.3,14.713,17.182
3,-6.3,16.454,19.948
4,-6.2,13.684,17.413
5,-6.1,9.206,11.109
6,-5.9,22.271,25.612
7,-5.8,14.480,16.889
8,-5.7,20.911,24.757
9,-5.7,22.618,25.971
