Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.0,0.000,0.000
2,-4.9,2.083,3.999
3,-4.9,3.767,7.814
4,-4.8,2.949,6.263
5,-4.8,2.175,3.409
6,-4.7,3.051,4.591
7,-4.7,3.261,6.036
8,-4.7,1.477,2.111
9,-4.7,2.211,3.793
