Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.6,2.625,3.519
3,-6.5,5.033,6.993
4,-6.3,3.253,7.331
5,-6.1,4.526,8.146
6,-6.1,6.627,9.007
7,-6.0,3.671,6.831
8,-6.0,15.597,18.246
9,-6.0,14.865,18.363
