Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.3,4.485,8.132
3,-5.9,1.905,7.986
4,-5.9,1.903,7.933
5,-5.9,2.076,7.849
6,-5.8,2.795,5.447
7,-5.8,4.620,9.043
8,-5.8,1.662,2.450
9,-5.7,4.811,8.692
