Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-5.8,1.783,4.717
3,-5.8,4.302,6.250
4,-5.7,3.314,5.690
5,-5.7,2.878,5.311
6,-5.7,3.240,6.108
7,-5.6,3.172,4.734
8,-5.6,3.993,7.522
9,-5.5,4.438,7.847
