Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.2,2.227,3.110
3,-6.0,1.228,1.572
4,-5.9,4.491,5.137
5,-5.7,1.348,1.978
6,-5.7,8.597,10.307
7,-5.7,9.863,12.421
8,-5.6,9.065,12.258
9,-5.4,2.214,2.797
