Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.3,9.916,12.468
3,-6.1,6.095,9.525
4,-6.0,9.617,12.016
5,-6.0,8.401,10.952
6,-5.9,2.803,5.674
7,-5.8,4.332,7.398
8,-5.8,24.582,28.042
9,-5.8,2.410,3.228
