Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-5.8,4.267,6.429
3,-5.7,2.873,4.990
4,-5.7,4.670,8.690
5,-5.6,2.808,7.931
6,-5.6,5.782,7.625
7,-5.6,2.804,7.423
8,-5.5,4.519,6.446
9,-5.5,3.818,5.790
