Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.4,7.050,12.008
3,-6.3,1.662,2.785
4,-6.3,1.779,2.700
5,-6.2,3.676,9.431
6,-6.1,2.922,9.331
7,-6.1,1.908,2.628
8,-5.8,5.950,10.734
9,-5.8,1.594,2.105
