Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-5.9,3.978,9.488
3,-5.9,1.571,2.396
4,-5.8,3.914,10.293
5,-5.8,4.075,9.767
6,-5.8,4.925,10.468
7,-5.7,4.055,9.612
8,-5.7,2.223,15.124
9,-5.6,8.719,19.025
