Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.3,1.693,2.785
3,-5.2,1.685,3.537
4,-5.2,0.998,3.543
5,-5.2,1.048,3.205
6,-5.1,1.720,4.168
7,-5.1,1.630,2.396
8,-5.1,14.214,15.760
9,-5.0,1.939,3.754
