Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.4,0.000,0.000
2,-5.4,12.398,13.182
3,-5.3,14.169,15.948
4,-5.1,2.015,2.757
5,-5.1,3.736,6.822
6,-5.0,7.242,7.794
7,-5.0,6.141,7.483
8,-5.0,12.369,13.304
9,-4.9,5.982,7.016
