Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.4,9.048,12.333
3,-6.4,6.400,9.045
4,-6.3,9.008,13.150
5,-6.3,6.779,11.044
6,-6.3,9.057,11.699
7,-6.2,8.771,11.651
8,-6.1,8.861,11.884
9,-6.1,8.676,12.440
