Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.8,3.214,3.933
3,-5.8,1.802,2.174
4,-5.7,7.565,10.378
5,-5.6,2.320,2.937
6,-5.6,2.429,3.205
7,-5.6,6.152,10.136
8,-5.6,7.196,10.730
9,-5.5,2.516,3.014
