Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.1,1.236,2.005
3,-6.1,3.400,4.940
4,-6.1,4.444,8.385
5,-6.0,9.874,10.838
6,-5.9,10.017,10.725
7,-5.8,2.894,7.134
8,-5.7,4.637,8.600
9,-5.7,9.337,10.577
