Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.2,0.000,0.000
2,-5.2,8.736,9.694
3,-5.2,1.188,2.524
4,-5.0,2.273,3.031
5,-4.9,9.675,11.782
6,-4.8,7.758,9.467
7,-4.7,2.232,2.384
8,-4.7,9.617,11.679
9,-4.6,6.994,8.744
