Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.7,2.822,5.069
3,-6.5,3.445,10.121
4,-6.5,3.150,4.888
5,-6.5,3.298,5.581
6,-6.4,6.357,9.721
7,-6.3,3.078,5.224
8,-6.1,3.412,5.191
9,-6.1,4.670,6.466
