Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.2,1.351,2.242
3,-5.9,2.910,8.758
4,-5.9,4.219,9.631
5,-5.8,3.328,9.280
6,-5.7,2.923,8.985
7,-5.6,2.939,8.562
8,-5.6,2.635,9.079
9,-5.5,6.635,9.723
