Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.9,6.882,9.153
3,-6.4,10.759,13.274
4,-6.4,3.217,4.227
5,-6.3,4.508,7.073
6,-6.3,3.185,6.769
7,-6.3,10.943,13.503
8,-6.3,3.168,6.938
9,-6.3,7.152,10.367
