Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.6,11.371,13.439
3,-6.6,2.293,2.469
4,-6.5,6.042,8.018
5,-6.4,9.691,13.304
6,-6.4,2.483,7.873
7,-6.2,5.181,7.484
8,-6.2,11.046,14.006
9,-6.1,2.407,7.815
