Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.6,6.697,8.545
3,-5.5,5.416,6.386
4,-5.4,9.907,12.692
5,-5.4,1.020,1.981
6,-5.4,3.996,6.361
7,-5.3,3.929,6.518
8,-5.3,3.443,6.164
9,-5.3,3.892,7.351
