Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.3,0.000,0.000
2,-5.3,0.089,2.724
3,-5.1,4.290,6.286
4,-5.1,0.585,1.787
5,-5.0,4.505,7.092
6,-5.0,3.996,6.521
7,-5.0,3.300,4.940
8,-4.9,3.708,5.467
9,-4.9,4.302,6.714
