Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.6,0.000,0.000
2,-4.5,2.135,2.547
3,-4.3,3.145,4.481
4,-4.2,1.616,2.514
5,-4.1,3.501,4.532
6,-4.1,13.072,13.897
7,-4.1,2.168,3.182
8,-4.1,2.473,2.830
9,-4.1,2.907,4.063
