Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.5,17.431,19.090
3,-5.4,3.908,5.294
4,-5.4,9.722,11.794
5,-5.3,5.247,7.100
6,-5.2,5.459,7.908
7,-5.2,3.852,4.810
8,-5.1,5.237,8.475
9,-5.1,2.600,3.978
