Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.9,5.280,6.576
3,-5.7,2.636,9.392
4,-5.7,2.927,4.563
5,-5.6,2.267,3.403
6,-5.5,6.085,9.602
7,-5.5,5.730,9.731
8,-5.5,6.491,7.147
9,-5.4,6.961,9.244
