Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.2,6.940,11.017
3,-6.1,1.387,1.757
4,-6.0,1.347,1.796
5,-6.0,4.186,5.720
6,-5.9,2.466,4.467
7,-5.9,8.175,12.112
8,-5.9,3.060,3.675
9,-5.8,2.461,3.000
