Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-6.0,0.926,2.524
3,-5.9,2.798,4.279
4,-5.9,2.530,4.041
5,-5.9,2.246,6.439
6,-5.8,3.800,5.605
7,-5.7,3.248,4.298
8,-5.7,1.825,6.476
9,-5.6,4.320,6.091
