Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-6.0,1.547,3.640
3,-5.9,2.107,4.192
4,-5.9,2.632,4.494
5,-5.8,2.679,4.698
6,-5.7,2.174,3.413
7,-5.5,1.855,2.888
8,-5.4,2.157,5.954
9,-5.4,13.445,15.254
