Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.8,3.967,7.329
3,-5.8,3.230,6.865
4,-5.6,1.906,6.902
5,-5.5,3.355,5.128
6,-5.5,1.481,2.392
7,-5.4,3.033,4.549
8,-5.4,20.198,23.650
9,-5.4,3.865,5.880
