Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.2,3.094,5.143
3,-6.2,2.900,5.303
4,-5.9,3.442,8.835
5,-5.8,3.099,5.132
6,-5.8,1.691,2.446
7,-5.8,2.355,3.236
8,-5.7,2.054,2.997
9,-5.6,3.069,4.395
