Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.8,0.000,0.000
2,-4.7,3.332,5.533
3,-4.6,3.229,5.402
4,-4.4,2.369,2.901
5,-4.2,24.252,26.328
6,-4.2,10.262,12.674
7,-4.2,11.092,12.567
8,-4.2,10.776,12.749
9,-4.1,9.468,11.865
