Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.5,0.000,0.000
2,-6.4,1.703,2.242
3,-6.4,5.549,6.588
4,-6.3,1.775,2.665
5,-6.2,5.446,6.853
6,-6.1,17.359,19.341
7,-6.0,17.860,19.763
8,-6.0,2.473,3.711
9,-5.8,1.823,3.575
