Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.6,3.476,3.973
3,-5.6,2.892,3.801
4,-5.4,23.082,25.306
5,-5.3,3.378,5.518
6,-5.2,3.148,5.266
7,-5.2,2.351,2.880
8,-5.2,2.877,3.787
9,-5.2,7.999,10.335
