Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.6,3.191,4.564
3,-5.5,2.036,2.805
4,-5.3,3.389,4.304
5,-5.3,9.907,11.255
6,-5.3,3.787,5.185
7,-5.2,2.682,4.375
8,-5.2,3.599,5.516
9,-5.2,3.631,5.417
