Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.1,0.000,0.000
2,-6.9,5.389,7.719
3,-6.6,4.913,6.361
4,-6.2,1.968,2.124
5,-6.0,13.868,17.975
6,-6.0,4.916,13.105
7,-6.0,2.747,3.408
8,-6.0,2.968,3.477
9,-5.9,15.303,20.654
